key,offset,partition,timestamp,topic,value
VUEwMDAwMDAxMDczOTgzNzQ=,219255463,0,1593880918103,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA5MTgwOTcyMjQsImdlbyI6eyJjaXR5IjoiSGF2cmUiLCJzdGF0ZSI6Ik1UIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJpbnN0YWdyYW0iLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MDkxODA5NzIyNCwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzk4Mzc0In0=
VUEwMDAwMDAxMDczODY2NDg=,219255509,0,1593880909960,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoicHJlc3MiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzk2NzI3NDA0MDMsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDkwOTk0MDM1NCwiZ2VvIjp7ImNpdHkiOiJEYWxsYXMiLCJzdGF0ZSI6IlRYIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJlbWFpbCIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc5NjcyNzQwNDAzLCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczODY2NDgifQ==
VUEwMDAwMDAxMDczOTY2NTk=,219435905,1,1593880733619,clickstream,eyJkZXZpY2UiOiJDaHJvbWUgT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWFpbiIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDczMzU5OTI4MywiZ2VvIjp7ImNpdHkiOiJOYXBhIiwic3RhdGUiOiJDQSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODA3MzM1OTkyODMsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5NjY1OSJ9
VUEwMDAwMDAxMDczOTY2OTM=,219435947,1,1593880736984,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA3MzY5NzU3MTgsImdlbyI6eyJjaXR5IjoiV2F1a2VnYW4iLCJzdGF0ZSI6IklMIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MDczNjk3NTcxOCwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzk2NjkzIn0=
VUEwMDAwMDAxMDczOTMyMTY=,219253227,0,1593880741330,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJjYXJ0IiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODgwNzM3MTA4NjI1LCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA3NDEzMTEzMTUsImdlbyI6eyJjaXR5IjoiRmFyZ28iLCJzdGF0ZSI6Ik5EIn0sIml0ZW1zIjpbeyJpdGVtX2lkIjoiTV9TVEFOX0YiLCJpdGVtX25hbWUiOiJTdGFuZGFyZCBGdWxsIE1hdHRyZXNzIiwiaXRlbV9yZXZlbnVlX2luX3VzZCI6OTQ1LjAsInByaWNlX2luX3VzZCI6OTQ1LjAsInF1YW50aXR5IjoxfV0sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODAzODI3MzQzMzYsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5MzIxNiJ9
VUEwMDAwMDAxMDczNzYxODQ=,219253258,0,1593880743471,clickstream,eyJkZXZpY2UiOiJMaW51eCIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJjaGVja291dCIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg3OTUxMTg3NDIxMiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwNzQzNDE4NTk1LCJnZW8iOnsiY2l0eSI6Ik5ldyBZb3JrIiwic3RhdGUiOiJOWSJ9LCJpdGVtcyI6W3siaXRlbV9pZCI6Ik1fUFJFTV9UIiwiaXRlbV9uYW1lIjoiUHJlbWl1bSBUd2luIE1hdHRyZXNzIiwiaXRlbV9yZXZlbnVlX2luX3VzZCI6MTA5NS4wLCJwcmljZV9pbl91c2QiOjEwOTUuMCwicXVhbnRpdHkiOjF9XSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3ODUyNzE2MzgxNSwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzc2MTg0In0=
VUEwMDAwMDAxMDczOTY2ODk=,219435934,1,1593880736230,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJtYWluIiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwNzM2MjA4NDM4LCJnZW8iOnsiY2l0eSI6Ik1lbXBoaXMiLCJzdGF0ZSI6IlROIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJlbWFpbCIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgwNzM2MjA4NDM4LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczOTY2ODkifQ==
VUEwMDAwMDAxMDczOTAxNzc=,219435978,1,1593880737885,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6ImNhcnQiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4ODAxMDI1NDk2MjYsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDczNzg2MTc1NiwiZ2VvIjp7ImNpdHkiOiJGb3J0IFdheW5lIiwic3RhdGUiOiJJTiJ9LCJpdGVtcyI6W3siaXRlbV9pZCI6Ik1fU1RBTl9LIiwiaXRlbV9uYW1lIjoiU3RhbmRhcmQgS2luZyBNYXR0cmVzcyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjExOTUuMCwicHJpY2VfaW5fdXNkIjoxMTk1LjAsInF1YW50aXR5IjoxfV0sInRyYWZmaWNfc291cmNlIjoiZmFjZWJvb2siLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MDA2MDQwNjcxNCwidXNlcl9pZCI6IlVBMDAwMDAwMTA3MzkwMTc3In0=
VUEwMDAwMDAxMDczOTY3Njc=,219436054,1,1593880744809,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJjYXJlZXJzIiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwNzQ0ODAyMTcwLCJnZW8iOnsiY2l0eSI6Ik5vZ2FsZXMiLCJzdGF0ZSI6IkFaIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MDc0NDgwMjE3MCwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzk2NzY3In0=
VUEwMDAwMDAxMDczOTY3NzE=,219436060,1,1593880744953,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA3NDQ5MTU2ODgsImdlbyI6eyJjaXR5IjoiT21haGEiLCJzdGF0ZSI6Ik5FIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJ5b3V0dWJlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODA3NDQ5MTU2ODgsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5Njc3MSJ9
VUEwMDAwMDAxMDczNzYyOTQ=,219241156,0,1593879755093,clickstream,eyJkZXZpY2UiOiJDaHJvbWUgT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoib3JpZ2luYWwiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzk0MTIxMzYzODcsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTc1NTA1MzU5NCwiZ2VvIjp7ImNpdHkiOiJOZXdhcmsiLCJzdGF0ZSI6Ik5KIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJkaXJlY3QiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3ODUzOTcxMDU0NCwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzc2Mjk0In0=
VUEwMDAwMDAxMDczODczOTY=,219241220,0,1593879758472,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWFpbiIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTc1ODQ0MTkzNywiZ2VvIjp7ImNpdHkiOiJMYWtlIEZvcmVzdCIsInN0YXRlIjoiQ0EifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imdvb2dsZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc5NzU4NDQxOTM3LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczODczOTYifQ==
VUEwMDAwMDAxMDczODczNTE=,219423359,1,1593879752424,clickstream,eyJkZXZpY2UiOiJDaHJvbWUgT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWFpbiIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTc1MjQwMzAzOCwiZ2VvIjp7ImNpdHkiOiJDb2x1bWJ1cyIsInN0YXRlIjoiT0gifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6ImZhY2Vib29rIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzk3NTI0MDMwMzgsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4NzM1MSJ9
VUEwMDAwMDAxMDczNTA1NjM=,219423367,1,1593879753553,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6ImNjX2luZm8iLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzg0MTk5MzU0NjcsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTc1MzU0MDY5NiwiZ2VvIjp7ImNpdHkiOiJDbGludG9uIiwic3RhdGUiOiJVVCJ9LCJpdGVtcyI6W3siaXRlbV9pZCI6Ik1fU1RBTl9RIiwiaXRlbV9uYW1lIjoiU3RhbmRhcmQgUXVlZW4gTWF0dHJlc3MiLCJpdGVtX3JldmVudWVfaW5fdXNkIjoxMDQ1LjAsInByaWNlX2luX3VzZCI6MTA0NS4wLCJxdWFudGl0eSI6MX1dLCJ0cmFmZmljX3NvdXJjZSI6ImZhY2Vib29rIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4NzU2NDQzNjYwMTUsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM1MDU2MyJ9
VUEwMDAwMDAxMDczODczNzU=,219423385,1,1593879755132,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJtYWluIiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODc5NzU1MTEzNDM1LCJnZW8iOnsiY2l0eSI6IkV2YW5zdG9uIiwic3RhdGUiOiJJTCJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzk3NTUxMTM0MzUsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4NzM3NSJ9
VUEwMDAwMDAxMDczNzQ1OTc=,219423398,1,1593879756009,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJhZGRfaXRlbSIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg3OTc0NzQxNTc5MSwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODc5NzU1OTg2MzE0LCJnZW8iOnsiY2l0eSI6IkZvcnQgTGF1ZGVyZGFsZSIsInN0YXRlIjoiRkwifSwiaXRlbXMiOlt7ImNvdXBvbiI6Ik5FV0JFRDEwIiwiaXRlbV9pZCI6Ik1fU1RBTl9LIiwiaXRlbV9uYW1lIjoiU3RhbmRhcmQgS2luZyBNYXR0cmVzcyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjEwNzUuNSwicHJpY2VfaW5fdXNkIjoxMTk1LjAsInF1YW50aXR5IjoxfV0sInRyYWZmaWNfc291cmNlIjoiZGlyZWN0IiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4NzgzNDY1OTA1MzEsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM3NDU5NyJ9
VUEwMDAwMDAxMDczNjQ3MTk=,219423421,1,1593879758361,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoiY2hlY2tvdXQiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzk2MTYxODQ5NjgsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTc1ODMyNzgxMSwiZ2VvIjp7ImNpdHkiOiJSZWRsYW5kcyIsInN0YXRlIjoiQ0EifSwiaXRlbXMiOlt7Iml0ZW1faWQiOiJNX1NUQU5fVCIsIml0ZW1fbmFtZSI6IlN0YW5kYXJkIFR3aW4gTWF0dHJlc3MiLCJpdGVtX3JldmVudWVfaW5fdXNkIjo1OTUuMCwicHJpY2VfaW5fdXNkIjo1OTUuMCwicXVhbnRpdHkiOjF9XSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3NzI2MjI2NzU0OSwidXNlcl9pZCI6IlVBMDAwMDAwMTA3MzY0NzE5In0=
VUEwMDAwMDAxMDczNjc4NjU=,219423433,1,1593879759051,clickstream,eyJkZXZpY2UiOiJMaW51eCIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJndWVzdCIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg3OTcwNTkyMjc5OCwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODc5NzU5MDMwMzA4LCJnZW8iOnsiY2l0eSI6IlJvY2t2aWxsZSIsInN0YXRlIjoiTUQifSwiaXRlbXMiOlt7Iml0ZW1faWQiOiJNX1NUQU5fUSIsIml0ZW1fbmFtZSI6IlN0YW5kYXJkIFF1ZWVuIE1hdHRyZXNzIiwiaXRlbV9yZXZlbnVlX2luX3VzZCI6MTA0NS4wLCJwcmljZV9pbl91c2QiOjEwNDUuMCwicXVhbnRpdHkiOjF9XSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3NzYwMTA1NzkxMywidXNlcl9pZCI6IlVBMDAwMDAwMTA3MzY3ODY1In0=
VUEwMDAwMDAxMDczNzg2MDc=,219423439,1,1593879759632,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im9yaWdpbmFsIiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODc4ODAwMTUxNDM2LCJldmVudF90aW1lc3RhbXAiOjE1OTM4Nzk3NTk2MTk3OTEsImdlbyI6eyJjaXR5IjoiQ2FueW9uIExha2UiLCJzdGF0ZSI6IkNBIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJkaXJlY3QiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3ODgwMDE1MTQzNiwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzc4NjA3In0=
VUEwMDAwMDAxMDczNzg2MDI=,219237694,0,1593879445671,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoib3JpZ2luYWwiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzg3OTk4OTc5MTcsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTQ0NTY2MDY0MywiZ2VvIjp7ImNpdHkiOiJMYXMgVmVnYXMiLCJzdGF0ZSI6Ik5WIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJlbWFpbCIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc4Nzk5ODk3OTE3LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczNzg2MDIifQ==
VUEwMDAwMDAxMDczODQ1MTY=,219237710,0,1593879447054,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWF0dHJlc3NlcyIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTQ0NzA0NzQxOSwiZ2VvIjp7ImNpdHkiOiJPbWFoYSIsInN0YXRlIjoiTkUifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imdvb2dsZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc5NDQ3MDQ3NDE5LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczODQ1MTYifQ==
VUEwMDAwMDAxMDczODQ1MjA=,219237714,0,1593879447160,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWF0dHJlc3NlcyIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTQ0NzEzNzI5OSwiZ2VvIjp7ImNpdHkiOiJUcmFjeSIsInN0YXRlIjoiQ0EifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imluc3RhZ3JhbSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc5NDQ3MTM3Mjk5LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczODQ1MjAifQ==
VUEwMDAwMDAxMDczNzc1OTg=,219237778,0,1593879454467,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6ImFkZF9pdGVtIiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODc5MjAwMTU4NjI1LCJldmVudF90aW1lc3RhbXAiOjE1OTM4Nzk0NTQ0MTc2NzQsImdlbyI6eyJjaXR5IjoiV2FsbnV0IENyZWVrIiwic3RhdGUiOiJDQSJ9LCJpdGVtcyI6W3siaXRlbV9pZCI6Ik1fU1RBTl9LIiwiaXRlbV9uYW1lIjoiU3RhbmRhcmQgS2luZyBNYXR0cmVzcyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjExOTUuMCwicHJpY2VfaW5fdXNkIjoxMTk1LjAsInF1YW50aXR5IjoxfV0sInRyYWZmaWNfc291cmNlIjoiZmFjZWJvb2siLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3ODY4NjA1Mzg1MSwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzc3NTk4In0=
VUEwMDAwMDAxMDczNzY5MTk=,219419424,1,1593879450996,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6ImRlbGl2ZXJ5IiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODc4NzExODczNzc5LCJldmVudF90aW1lc3RhbXAiOjE1OTM4Nzk0NTA5Njc4MTgsImdlbyI6eyJjaXR5IjoiQ2hpY2FnbyIsInN0YXRlIjoiSUwifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imluc3RhZ3JhbSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc4NjA5OTc2Mjk0LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczNzY5MTkifQ==
VUEwMDAwMDAxMDczNjM1OTk=,219419504,1,1593879445820,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoiY2FydCIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg3ODg1MDA0NzAzMiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODc5NDQ1ODA5ODY3LCJnZW8iOnsiY2l0eSI6IlNlYXR0bGUiLCJzdGF0ZSI6IldBIn0sIml0ZW1zIjpbeyJpdGVtX2lkIjoiTV9TVEFOX1EiLCJpdGVtX25hbWUiOiJTdGFuZGFyZCBRdWVlbiBNYXR0cmVzcyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjEwNDUuMCwicHJpY2VfaW5fdXNkIjoxMDQ1LjAsInF1YW50aXR5IjoxfSx7Iml0ZW1faWQiOiJQX0ZPQU1fUyIsIml0ZW1fbmFtZSI6IlN0YW5kYXJkIEZvYW0gUGlsbG93IiwiaXRlbV9yZXZlbnVlX2luX3VzZCI6NTkuMCwicHJpY2VfaW5fdXNkIjo1OS4wLCJxdWFudGl0eSI6MX1dLCJ0cmFmZmljX3NvdXJjZSI6Imdvb2dsZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc3MTQxODAxODE5LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczNjM1OTkifQ==
VUEwMDAwMDAxMDczODQ1ODc=,219419509,1,1593879453580,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4Nzk0NTM1Mjc2MzgsImdlbyI6eyJjaXR5IjoiTm9yd2FsayIsInN0YXRlIjoiQ1QifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6ImZhY2Vib29rIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzk0NTM1Mjc2MzgsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4NDU4NyJ9
VUEwMDAwMDAxMDczODQ1NzI=,219237755,0,1593879452215,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJtYXR0cmVzc2VzIiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODc5NDUyMjAwODM0LCJnZW8iOnsiY2l0eSI6Ik5ldyBZb3JrIiwic3RhdGUiOiJOWSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzk0NTIyMDA4MzQsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4NDU3MiJ9
VUEwMDAwMDAxMDczODQxNzI=,219237760,0,1593879452707,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJlbWFpbF9jb3Vwb24iLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzk0MDkzNjE1MTUsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTQ1MjY3Njk3NywiZ2VvIjp7ImNpdHkiOiJDb3JvbmEiLCJzdGF0ZSI6IkNBIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJ5b3V0dWJlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzk0MDkzNjE1MTUsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4NDE3MiJ9
VUEwMDAwMDAxMDczNjI3MDg=,219237761,0,1593879452714,clickstream,eyJkZXZpY2UiOiJDaHJvbWUgT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoid2FycmFudHkiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4NzkzMTU4MzM4MDcsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTQ1MjY5MDU0MywiZ2VvIjp7ImNpdHkiOiJHcmVlbGV5Iiwic3RhdGUiOiJDTyJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4NzcwNDEzODA2NjksInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM2MjcwOCJ9
VUEwMDAwMDAxMDczNzMxNDU=,219419465,1,1593879452091,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoiYWRkX2l0ZW0iLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzk0MTczMTA1MDQsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTQ1MjA3NjU3NCwiZ2VvIjp7ImNpdHkiOiJCZXJyeXZpbGxlIiwic3RhdGUiOiJBUiJ9LCJpdGVtcyI6W3siaXRlbV9pZCI6Ik1fU1RBTl9UIiwiaXRlbV9uYW1lIjoiU3RhbmRhcmQgVHdpbiBNYXR0cmVzcyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjU5NS4wLCJwcmljZV9pbl91c2QiOjU5NS4wLCJxdWFudGl0eSI6MX1dLCJ0cmFmZmljX3NvdXJjZSI6InlvdXR1YmUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3ODE5MjM1NDA1MiwidXNlcl9pZCI6IlVBMDAwMDAwMTA3MzczMTQ1In0=
VUEwMDAwMDAxMDczODEwMTE=,219419523,1,1593879454239,clickstream,eyJkZXZpY2UiOiJDaHJvbWUgT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWF0dHJlc3NlcyIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg3OTQzNTY1ODI4OCwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODc5NDU0MTg5Njk3LCJnZW8iOnsiY2l0eSI6IldpbGR3b29kIiwic3RhdGUiOiJNTyJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZmFjZWJvb2siLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3OTA2NDQzNzA3MSwidXNlcl9pZCI6IlVBMDAwMDAwMTA3MzgxMDExIn0=
