key,value
UA000000107398586,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880943090177,""geo"":{""city"":""Albuquerque"",""state"":""NM""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880943090177,""user_id"":""UA000000107398586""}"
UA000000107398646,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880949940050,""geo"":{""city"":""Harrison"",""state"":""OH""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880949940050,""user_id"":""UA000000107398646""}"
UA000000107396689,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""pillows"",""event_previous_timestamp"":1593880793313571,""event_timestamp"":1593880950077897,""geo"":{""city"":""Memphis"",""state"":""TN""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593880736208438,""user_id"":""UA000000107396689""}"
UA000000107398598,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880945198088,""geo"":{""city"":""Des Moines"",""state"":""IA""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593880945198088,""user_id"":""UA000000107398598""}"
UA000000107385538,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593879554165566,""event_timestamp"":1593880945608998,""geo"":{""city"":""Lakeland"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879554165566,""user_id"":""UA000000107385538""}"
UA000000107395892,"{""device"":""Android"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593880657247147,""event_timestamp"":1593880945889938,""geo"":{""city"":""Mosinee"",""state"":""WI""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880657247147,""user_id"":""UA000000107395892""}"
UA000000107390954,"{""device"":""Android"",""ecommerce"":{},""event_name"":""add_item"",""event_previous_timestamp"":1593880198103089,""event_timestamp"":1593880941157414,""geo"":{""city"":""Shreveport"",""state"":""LA""},""items"":[{""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595.0,""price_in_usd"":595.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880139377068,""user_id"":""UA000000107390954""}"
UA000000107398722,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880958302321,""geo"":{""city"":""Brainerd"",""state"":""MN""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880958302321,""user_id"":""UA000000107398722""}"
UA000000107398731,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880958957780,""geo"":{""city"":""Zanesville"",""state"":""OH""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593880958957780,""user_id"":""UA000000107398731""}"
UA000000107397388,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593880916829314,""event_timestamp"":1593880957071441,""geo"":{""city"":""Santa Rosa"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880811123234,""user_id"":""UA000000107397388""}"
UA000000107398724,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880958466210,""geo"":{""city"":""Palmer Town"",""state"":""MA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880958466210,""user_id"":""UA000000107398724""}"
UA000000107388217,"{""device"":""Android"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593880383133595,""event_timestamp"":1593880955501741,""geo"":{""city"":""Downey"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879847360123,""user_id"":""UA000000107388217""}"
UA000000107397075,"{""device"":""Android"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593880777907707,""event_timestamp"":1593880959420240,""geo"":{""city"":""Brockton"",""state"":""MA""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880777907707,""user_id"":""UA000000107397075""}"
UA000000107398810,"{""device"":""Android"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880967354231,""geo"":{""city"":""Hesperia"",""state"":""CA""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880967354231,""user_id"":""UA000000107398810""}"
UA000000107398789,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880966199086,""geo"":{""city"":""San Francisco"",""state"":""CA""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880966199086,""user_id"":""UA000000107398789""}"
UA000000107385013,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""down"",""event_previous_timestamp"":1593880012631836,""event_timestamp"":1593880963429469,""geo"":{""city"":""Wilmington"",""state"":""NC""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593879494503397,""user_id"":""UA000000107385013""}"
UA000000107389309,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593880495278164,""event_timestamp"":1593880968822297,""geo"":{""city"":""Thomasville"",""state"":""NC""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593879968162227,""user_id"":""UA000000107389309""}"
UA000000107398746,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880960485246,""geo"":{""city"":""Lodi"",""state"":""CA""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593880960485246,""user_id"":""UA000000107398746""}"
UA000000107398756,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880961284063,""geo"":{""city"":""Mason"",""state"":""OH""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880961284063,""user_id"":""UA000000107398756""}"
UA000000107377392,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593879181268358,""event_timestamp"":1593880967271212,""geo"":{""city"":""Milledgeville"",""state"":""GA""},""items"":[{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045.0,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""email"",""user_first_touch_timestamp"":1593878661450140,""user_id"":""UA000000107377392""}"
UA000000107395852,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593880786923187,""event_timestamp"":1593880969934240,""geo"":{""city"":""Santa Clarita"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880653531162,""user_id"":""UA000000107395852""}"
UA000000107392032,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593880564664919,""event_timestamp"":1593880964913342,""geo"":{""city"":""Culver City"",""state"":""CA""},""items"":[{""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945.0,""price_in_usd"":945.0,""quantity"":1}],""traffic_source"":""email"",""user_first_touch_timestamp"":1593880251690096,""user_id"":""UA000000107392032""}"
UA000000107398783,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880965507919,""geo"":{""city"":""Houston"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880965507919,""user_id"":""UA000000107398783""}"
UA000000107398797,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880966624479,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880966624479,""user_id"":""UA000000107398797""}"
UA000000107394957,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593880565604897,""event_timestamp"":1593880968491811,""geo"":{""city"":""Austin"",""state"":""TX""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880562374894,""user_id"":""UA000000107394957""}"
UA000000107370201,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""warranty"",""event_previous_timestamp"":1593878876131400,""event_timestamp"":1593880969250584,""geo"":{""city"":""Denver"",""state"":""CO""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593877859104951,""user_id"":""UA000000107370201""}"
UA000000107398848,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880971112152,""geo"":{""city"":""San Diego"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880971112152,""user_id"":""UA000000107398848""}"
UA000000107398192,"{""device"":""Android"",""ecommerce"":{},""event_name"":""pillows"",""event_previous_timestamp"":1593880898624295,""event_timestamp"":1593880971391570,""geo"":{""city"":""Grosse Pointe Park"",""state"":""MI""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880898624295,""user_id"":""UA000000107398192""}"
UA000000107383284,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""shipping_info"",""event_previous_timestamp"":1593880618088306,""event_timestamp"":1593880972221897,""geo"":{""city"":""Columbus"",""state"":""GA""},""items"":[{""item_id"":""P_DOWN_S"",""item_name"":""Standard Down Pillow"",""item_revenue_in_usd"":119.0,""price_in_usd"":119.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879307247087,""user_id"":""UA000000107383284""}"
UA000000107389875,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""cart"",""event_previous_timestamp"":1593880940691224,""event_timestamp"":1593880973505658,""geo"":{""city"":""Indianapolis"",""state"":""IN""},""items"":[{""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795.0,""price_in_usd"":1795.0,""quantity"":1}],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880032236265,""user_id"":""UA000000107389875""}"
UA000000107398159,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593880894789579,""event_timestamp"":1593880973683734,""geo"":{""city"":""Lakewood"",""state"":""CO""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880894789579,""user_id"":""UA000000107398159""}"
UA000000107392467,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""delivery"",""event_previous_timestamp"":1593880301528015,""event_timestamp"":1593880974069334,""geo"":{""city"":""College Station"",""state"":""TX""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880301528015,""user_id"":""UA000000107392467""}"
UA000000107387671,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593880446921842,""event_timestamp"":1593880974949441,""geo"":{""city"":""Fort Worth"",""state"":""TX""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593879790089249,""user_id"":""UA000000107387671""}"
UA000000107385013,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""faq"",""event_previous_timestamp"":1593880963429469,""event_timestamp"":1593880971891724,""geo"":{""city"":""Wilmington"",""state"":""NC""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593879494503397,""user_id"":""UA000000107385013""}"
UA000000107385891,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""register"",""event_previous_timestamp"":1593880519248564,""event_timestamp"":1593880972442063,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[{""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1995.0,""price_in_usd"":1995.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879588084363,""user_id"":""UA000000107385891""}"
UA000000107397380,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593880810644587,""event_timestamp"":1593880976318864,""geo"":{""city"":""Rochester"",""state"":""NY""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880810644587,""user_id"":""UA000000107397380""}"
UA000000107398902,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880976593570,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880976593570,""user_id"":""UA000000107398902""}"
UA000000107398904,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880976827851,""geo"":{""city"":""Seattle"",""state"":""WA""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880976827851,""user_id"":""UA000000107398904""}"
UA000000107337432,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""cc_info"",""event_previous_timestamp"":1593880128821368,""event_timestamp"":1593880977580878,""geo"":{""city"":""Rialto"",""state"":""CA""},""items"":[{""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1995.0,""price_in_usd"":1995.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593874084196568,""user_id"":""UA000000107337432""}"
UA000000107398926,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880979587126,""geo"":{""city"":""San Juan Capistrano"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880979587126,""user_id"":""UA000000107398926""}"
UA000000107349198,"{""device"":""Android"",""ecommerce"":{},""event_name"":""guest"",""event_previous_timestamp"":1593880698485552,""event_timestamp"":1593880979886146,""geo"":{""city"":""Muskogee"",""state"":""OK""},""items"":[{""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945.0,""price_in_usd"":945.0,""quantity"":1},{""item_id"":""P_FOAM_K"",""item_name"":""King Foam Pillow"",""item_revenue_in_usd"":79.0,""price_in_usd"":79.0,""quantity"":1}],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593875490748942,""user_id"":""UA000000107349198""}"
UA000000107389309,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593880968822297,""event_timestamp"":1593880975819069,""geo"":{""city"":""Thomasville"",""state"":""NC""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593879968162227,""user_id"":""UA000000107389309""}"
UA000000107398938,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880980490516,""geo"":{""city"":""Rialto"",""state"":""CA""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880980490516,""user_id"":""UA000000107398938""}"
UA000000107398940,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880980816422,""geo"":{""city"":""Fresno"",""state"":""CA""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880980816422,""user_id"":""UA000000107398940""}"
UA000000107362433,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""shipping_info"",""event_previous_timestamp"":1593880437818422,""event_timestamp"":1593880984377515,""geo"":{""city"":""Pacifica"",""state"":""CA""},""items"":[{""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595.0,""price_in_usd"":595.0,""quantity"":1}],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593877014978109,""user_id"":""UA000000107362433""}"
UA000000107385170,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593879513293082,""event_timestamp"":1593880983016401,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879513293082,""user_id"":""UA000000107385170""}"
UA000000107399008,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880986748250,""geo"":{""city"":""Miramar"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880986748250,""user_id"":""UA000000107399008""}"
UA000000107358916,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593879584201465,""event_timestamp"":1593880988779215,""geo"":{""city"":""Santa Clarita"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593876610241322,""user_id"":""UA000000107358916""}"
UA000000107348426,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593878059528492,""event_timestamp"":1593880990087118,""geo"":{""city"":""Erie"",""state"":""PA""},""items"":[{""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195.0,""price_in_usd"":1195.0,""quantity"":1},{""item_id"":""P_DOWN_S"",""item_name"":""Standard Down Pillow"",""item_revenue_in_usd"":119.0,""price_in_usd"":119.0,""quantity"":1}],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593875398779643,""user_id"":""UA000000107348426""}"
UA000000107397380,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593880976318864,""event_timestamp"":1593880990584978,""geo"":{""city"":""Rochester"",""state"":""NY""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880810644587,""user_id"":""UA000000107397380""}"
UA000000107398997,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880985683066,""geo"":{""city"":""Birmingham"",""state"":""MI""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880985683066,""user_id"":""UA000000107398997""}"
UA000000107364635,"{""device"":""Android"",""ecommerce"":{""purchase_revenue_in_usd"":1195.0,""total_item_quantity"":1,""unique_items"":1},""event_name"":""finalize"",""event_previous_timestamp"":1593880341900664,""event_timestamp"":1593880988882806,""geo"":{""city"":""Redondo Beach"",""state"":""CA""},""items"":[{""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195.0,""price_in_usd"":1195.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593877253676696,""user_id"":""UA000000107364635""}"
UA000000107399000,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880985859933,""geo"":{""city"":""Phoenix"",""state"":""AZ""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880985859933,""user_id"":""UA000000107399000""}"
UA000000107377392,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""guest"",""event_previous_timestamp"":1593880967271212,""event_timestamp"":1593880989578976,""geo"":{""city"":""Milledgeville"",""state"":""GA""},""items"":[{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045.0,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""email"",""user_first_touch_timestamp"":1593878661450140,""user_id"":""UA000000107377392""}"
UA000000107399062,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880992578257,""geo"":{""city"":""Shelbyville"",""state"":""TN""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880992578257,""user_id"":""UA000000107399062""}"
UA000000107399074,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880993502175,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880993502175,""user_id"":""UA000000107399074""}"
UA000000107399084,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880994628860,""geo"":{""city"":""Los Angeles"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880994628860,""user_id"":""UA000000107399084""}"
UA000000107395545,"{""device"":""Android"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593880623934093,""event_timestamp"":1593880986287552,""geo"":{""city"":""Lynwood"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880623934093,""user_id"":""UA000000107395545""}"
UA000000107373679,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593878506193835,""event_timestamp"":1593880989297242,""geo"":{""city"":""San Diego"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593878245422771,""user_id"":""UA000000107373679""}"
UA000000107385891,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""shipping_info"",""event_previous_timestamp"":1593880972442063,""event_timestamp"":1593880989782902,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[{""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1995.0,""price_in_usd"":1995.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879588084363,""user_id"":""UA000000107385891""}"
UA000000107367935,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""warranty"",""event_previous_timestamp"":1593880086630914,""event_timestamp"":1593880990345925,""geo"":{""city"":""Conroe"",""state"":""TX""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593877610302038,""user_id"":""UA000000107367935""}"
UA000000107399049,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880991329675,""geo"":{""city"":""Toledo"",""state"":""OH""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880991329675,""user_id"":""UA000000107399049""}"
UA000000107399049,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880991329675,""geo"":{""city"":""Toledo"",""state"":""OH""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880991329675,""user_id"":""UA000000107399049""}"
UA000000107399057,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880992210337,""geo"":{""city"":""Parma"",""state"":""OH""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880992210337,""user_id"":""UA000000107399057""}"
UA000000107399077,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880993817476,""geo"":{""city"":""Los Angeles"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880993817476,""user_id"":""UA000000107399077""}"
UA000000107398731,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""add_item"",""event_previous_timestamp"":1593880958957780,""event_timestamp"":1593880998661778,""geo"":{""city"":""Zanesville"",""state"":""OH""},""items"":[{""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595.0,""price_in_usd"":595.0,""quantity"":1}],""traffic_source"":""email"",""user_first_touch_timestamp"":1593880958957780,""user_id"":""UA000000107398731""}"
UA000000107399087,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880994838425,""geo"":{""city"":""Jackson"",""state"":""MS""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880994838425,""user_id"":""UA000000107399087""}"
UA000000107399077,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880993817476,""geo"":{""city"":""Los Angeles"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880993817476,""user_id"":""UA000000107399077""}"
UA000000107399087,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880994838425,""geo"":{""city"":""Jackson"",""state"":""MS""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880994838425,""user_id"":""UA000000107399087""}"
UA000000107399085,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880994816352,""geo"":{""city"":""Kokomo"",""state"":""IN""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593880994816352,""user_id"":""UA000000107399085""}"
UA000000107362835,"{""device"":""Android"",""ecommerce"":{},""event_name"":""shipping_info"",""event_previous_timestamp"":1593880530118187,""event_timestamp"":1593880995487557,""geo"":{""city"":""Hastings"",""state"":""MN""},""items"":[{""item_id"":""M_PREM_F"",""item_name"":""Premium Full Mattress"",""item_revenue_in_usd"":1695.0,""price_in_usd"":1695.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593877055181138,""user_id"":""UA000000107362835""}"
UA000000107399063,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""faq"",""event_previous_timestamp"":1593880992739460,""event_timestamp"":1593880996282742,""geo"":{""city"":""Dallas"",""state"":""TX""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880992739460,""user_id"":""UA000000107399063""}"
UA000000107367935,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""warranty"",""event_previous_timestamp"":1593880086630914,""event_timestamp"":1593880990345925,""geo"":{""city"":""Conroe"",""state"":""TX""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593877610302038,""user_id"":""UA000000107367935""}"
UA000000107399099,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880996538259,""geo"":{""city"":""Atlanta"",""state"":""GA""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880996538259,""user_id"":""UA000000107399099""}"
UA000000107399057,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880992210337,""geo"":{""city"":""Parma"",""state"":""OH""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880992210337,""user_id"":""UA000000107399057""}"
UA000000107399063,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880992739460,""geo"":{""city"":""Dallas"",""state"":""TX""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880992739460,""user_id"":""UA000000107399063""}"
UA000000107399063,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880992739460,""geo"":{""city"":""Dallas"",""state"":""TX""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880992739460,""user_id"":""UA000000107399063""}"
UA000000107399125,"{""device"":""Android"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880999423367,""geo"":{""city"":""Boise City"",""state"":""ID""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880999423367,""user_id"":""UA000000107399125""}"
UA000000107399085,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880994816352,""geo"":{""city"":""Kokomo"",""state"":""IN""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593880994816352,""user_id"":""UA000000107399085""}"
UA000000107392672,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880321809403,""geo"":{""city"":""Ogden"",""state"":""UT""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880321809403,""user_id"":""UA000000107392672""}"
UA000000107392576,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880311556310,""geo"":{""city"":""Stamford"",""state"":""CT""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880311556310,""user_id"":""UA000000107392576""}"
UA000000107381830,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""guest"",""event_previous_timestamp"":1593879816560177,""event_timestamp"":1593880310202082,""geo"":{""city"":""Memphis"",""state"":""TN""},""items"":[{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045.0,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879151752258,""user_id"":""UA000000107381830""}"
UA000000107392560,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880310389113,""geo"":{""city"":""Chicago"",""state"":""IL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880310389113,""user_id"":""UA000000107392560""}"
